CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Tokenization;Verb_count;Propn_count;Noun_count;Num_count;Pourcentage_verb_sentence;Pourcentage_propn_sentence;Pourcentage_noun_sentence;Pourcentage_num_sentence;Label
Studio Adora  Directrice artistique  + Travaille en étroite collaboration avec l'équipe marketing pour élaborer des concepts pour les clients.;Studio Adora  Directrice artistique  + Travaille en étroite collaboration avec l'équipe marketing pour élaborer des concepts pour les clients.;CV_90;18;23;80.91;19.09;[True, True, False, True, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False];['PROPN', 'PROPN', 'SPACE', 'NOUN', 'ADJ', 'SPACE', 'ADP', 'VERB', 'ADP', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT'];Studio Adora  Directrice artistique  + Travaille en étroite collaboration avec l'équipe marketing pour élaborer des concepts pour les clients.;2;3;5;0;0.08695652173913043;0.13043478260869565;0.21739130434782608;0.0;0
+ Crée des concepts pour les principaux clients tels que la production de musique et plus encore.  COMPÉTENCES  Graphisme;+ Crée des concepts pour les principaux clients tels que la production de musique et plus encore.  COMPÉTENCES  Graphisme;CV_90;19;22;90.04;9.96;[False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, False, True];['ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'SCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADV', 'ADV', 'PUNCT', 'SPACE', 'NOUN', 'SPACE', 'NOUN'];+ Crée des concepts pour les principaux clients tels que la production de musique et plus encore.  COMPÉTENCES  Graphisme;0;0;7;0;0.0;0.0;0.3181818181818182;0.0;0
Images;Images;CV_90;20;1;90.46;9.54;[True];['NOUN'];Images;0;0;1;0;0.0;0.0;1.0;0.0;0
animées;animées;CV_90;21;1;90.87;9.13;[True];['VERB'];animées;1;0;0;0;1.0;0.0;0.0;0.0;0
Illustration;Illustration;CV_90;22;1;91.29;8.71;[True];['NOUN'];Illustration;0;0;1;0;0.0;0.0;1.0;0.0;0
Vidéographie;Vidéographie;CV_90;23;1;91.7;8.3;[True];['PROPN'];Vidéographie;0;1;0;0;0.0;1.0;0.0;0.0;0
Photographie;Photographie;CV_90;24;1;92.12;7.88;[True];['NOUN'];Photographie;0;0;1;0;0.0;0.0;1.0;0.0;0
Mise en page  06 23 45 89 20 + 01 23 45 89 12 + sitevraimentsuper@email.com + www.sitevraimentsuper.fr;Mise en page  06 23 45 89 20 + 01 23 45 89 12 + sitevraimentsuper@email.com + www.sitevraimentsuper.fr;CV_90;25;19;100.0;0.0;[True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False];['NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'DET', 'DET', 'NUM', 'PRON', 'ADP', 'NOUN', 'DET', 'DET', 'NUM', 'PRON', 'ADP', 'NOUN', 'ADP', 'NOUN'];Mise en page  06 23 45 89 20 + 01 23 45 89 12 + sitevraimentsuper@email.com + www.sitevraimentsuper.fr;0;0;6;2;0.0;0.0;0.3157894736842105;0.10526315789473684;0
PROFIL  ;PROFIL  ;CV_91;0;2;0.66;99.34;[True, False];['NOUN', 'SPACE'];PROFIL  ;0;0;1;0;0.0;0.0;0.5;0.0;0
Infirmière agréée passionnée par la prise en charge des nouveau- nés et des enfants, je souhaiterais poursuivre un doctorat en sciences infirmières néonatales pour devenir infirmière praticienne en néonatologie.;Infirmière agréée passionnée par la prise en charge des nouveau- nés et des enfants, je souhaiterais poursuivre un doctorat en sciences infirmières néonatales pour devenir infirmière praticienne en néonatologie.;CV_91;1;31;10.96;89.04;[True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT'];Infirmière agréée passionnée par la prise en charge des nouveau- nés et des enfants, je souhaiterais poursuivre un doctorat en sciences infirmières néonatales pour devenir infirmière praticienne en néonatologie.;4;0;9;0;0.12903225806451613;0.0;0.2903225806451613;0.0;0
Forte de mon expérience, de mes compétences et de ma formation, je suis la candidate idéale pour cette filière.  COORDONNÉES  & 01;Forte de mon expérience, de mes compétences et de ma formation, je suis la candidate idéale pour cette filière.  COORDONNÉES  & 01;CV_91;2;27;19.93;80.07;[True, True, True, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, False, True, False, False, False];['NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SPACE', 'NOUN', 'SPACE', 'CCONJ', 'NOUN'];Forte de mon expérience, de mes compétences et de ma formation, je suis la candidate idéale pour cette filière.  COORDONNÉES  & 01;0;0;8;0;0.0;0.0;0.2962962962962963;0.0;0
-23;-23;CV_91;3;2;20.6;79.4;[False];['SPACE'];-23;0;0;0;0;0.0;0.0;0.0;0.0;0
-;-;CV_91;4;1;20.93;79.07;[False];['PUNCT'];-;0;0;0;0;0.0;0.0;0.0;0.0;0
45;45;CV_91;5;1;21.26;78.74;[False];['NUM'];45;0;0;0;1;0.0;0.0;0.0;1.0;0
-67;-67;CV_91;6;2;21.93;78.07;[False];['SPACE'];-67;0;0;0;0;0.0;0.0;0.0;0.0;0
-89  bonjour@supersite.fr  3, rue de la République, 9 69001 Lyon, France  MURIELLE GAUTIER  Maîtrise en Soins infirmiers  EXPÉRIENCE PROFESSIONNELLE  INFIRMIÈRE AU SERVICE DES SOINS INTENSIFS, HÔPITAL SAINT-YVES  Centre médical du lycée Beaulieu | Juin 2017 à aujourd'hui  Mes responsabilités comprennent :  + Administation des médicaments, suivi des signes vitaux et des nutriments essentiels aux nouveau-nés;-89  bonjour@supersite.fr  3, rue de la République, 9 69001 Lyon, France  MURIELLE GAUTIER  Maîtrise en Soins infirmiers  EXPÉRIENCE PROFESSIONNELLE  INFIRMIÈRE AU SERVICE DES SOINS INTENSIFS, HÔPITAL SAINT-YVES  Centre médical du lycée Beaulieu | Juin 2017 à aujourd'hui  Mes responsabilités comprennent :  + Administation des médicaments, suivi des signes vitaux et des nutriments essentiels aux nouveau-nés;CV_91;7;72;45.85;54.15;[False, False, False, False, False, False, True, True, True, True, False, False, False, True, False, True, False, True, True, False, True, True, True, True, False, True, True, False, True, True, True, True, True, True, False, True, False, False, True, True, True, True, True, False, True, False, True, False, False, True, True, True, False, False, False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True];['ADV', 'SPACE', 'PROPN', 'SPACE', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NUM', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'SPACE', 'NOUN', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'SPACE', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'NUM', 'ADP', 'ADV', 'SPACE', 'DET', 'NOUN', 'VERB', 'PUNCT', 'SPACE', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'ADP', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NUM', 'VERB'];-89  bonjour@supersite.fr  3, rue de la République, 9 69001 Lyon, France  MURIELLE GAUTIER  Maîtrise en Soins infirmiers  EXPÉRIENCE PROFESSIONNELLE  INFIRMIÈRE AU SERVICE DES SOINS INTENSIFS, HÔPITAL SAINT-YVES  Centre médical du lycée Beaulieu | Juin 2017 à aujourd'hui  Mes responsabilités comprennent :  + Administation des médicaments, suivi des signes vitaux et des nutriments essentiels aux nouveau-nés;4;7;19;4;0.05555555555555555;0.09722222222222222;0.2638888888888889;0.05555555555555555;1
-;-;CV_91;8;1;46.18;53.82;[False];['PUNCT'];-;0;0;0;0;0.0;0.0;0.0;0.0;0
Responsable de la tenue et de la mise à jour des dossiers relatifs aux soins du patient;Responsable de la tenue et de la mise à jour des dossiers relatifs aux soins du patient;CV_91;9;17;51.83;48.17;[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True];['NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN'];Responsable de la tenue et de la mise à jour des dossiers relatifs aux soins du patient;0;0;7;0;0.0;0.0;0.4117647058823529;0.0;0
- Communication et éducation des parents concernant les activités quotidiennes et les procédures de soins à domicile  INFIRMIÈRE EN PÉDIATRIE  Centre médical de Condorcet;- Communication et éducation des parents concernant les activités quotidiennes et les procédures de soins à domicile  INFIRMIÈRE EN PÉDIATRIE  Centre médical de Condorcet;CV_91;10;26;60.47;39.53;[False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, True];['PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADJ', 'ADP', 'PROPN'];- Communication et éducation des parents concernant les activités quotidiennes et les procédures de soins à domicile  INFIRMIÈRE EN PÉDIATRIE  Centre médical de Condorcet;1;1;10;0;0.038461538461538464;0.038461538461538464;0.38461538461538464;0.0;0
| mars 2015;| mars 2015;CV_91;11;3;61.46;38.54;[False, True, False];['ADP', 'NOUN', 'NUM'];| mars 2015;0;0;1;1;0.0;0.0;0.3333333333333333;0.3333333333333333;0
- juin 2017 Mes responsabilités comprennent :  + Soins avant et après les opérations;- juin 2017 Mes responsabilités comprennent :  + Soins avant et après les opérations;CV_91;12;15;66.45;33.55;[False, True, False, True, True, True, False, False, False, True, True, True, True, True, True];['PUNCT', 'NOUN', 'NUM', 'DET', 'NOUN', 'VERB', 'PUNCT', 'SPACE', 'ADP', 'NOUN', 'ADP', 'CCONJ', 'ADP', 'DET', 'NOUN'];- juin 2017 Mes responsabilités comprennent :  + Soins avant et après les opérations;1;0;4;1;0.06666666666666667;0.0;0.26666666666666666;0.06666666666666667;0
- Surveillance et administration de médicaments;- Surveillance et administration de médicaments;CV_91;13;6;68.44;31.56;[False, True, True, True, True, True];['PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN'];- Surveillance et administration de médicaments;0;0;3;0;0.0;0.0;0.5;0.0;0
#NOM?;#NOM?;CV_91;14;4;69.77;30.23;[False, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN'];#NOM?;0;0;1;0;0.0;0.0;0.25;0.0;0
- Prélèvement des échantillons sur des patients et surveillance de leur pouls;- Prélèvement des échantillons sur des patients et surveillance de leur pouls;CV_91;15;12;73.75;26.25;[False, True, True, True, True, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN'];- Prélèvement des échantillons sur des patients et surveillance de leur pouls;0;0;5;0;0.0;0.0;0.4166666666666667;0.0;0
, leur température et de leur pression artérielle;, leur température et de leur pression artérielle;CV_91;16;8;76.41;23.59;[False, True, True, True, True, True, True, True];['PUNCT', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADJ'];, leur température et de leur pression artérielle;0;0;2;0;0.0;0.0;0.25;0.0;0
- Vérification de l'état du patient et suivi des fonctions telles que la respiration;- Vérification de l'état du patient et suivi des fonctions telles que la respiration;CV_91;17;15;81.4;18.6;[False, True, True, False, True, True, True, True, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADJ', 'SCONJ', 'DET', 'NOUN'];- Vérification de l'état du patient et suivi des fonctions telles que la respiration;1;0;5;0;0.06666666666666667;0.0;0.3333333333333333;0.0;0
- Gestion des urgences  FORMATION  UNIVERSITÉ DE CONDORCET  Septembre 2011 à 2015  Licence en soins infirmiers, FNESI de Grenoble (Fédération Nationale des Étudiant.e.s en Soins;- Gestion des urgences  FORMATION  UNIVERSITÉ DE CONDORCET  Septembre 2011 à 2015  Licence en soins infirmiers, FNESI de Grenoble Fédération Nationale des Étudiant.e.s en Soins;CV_91;18;31;91.69;8.31;[False, True, True, True, False, True, False, True, True, True, False, True, False, True, False, False, True, True, True, True, False, True, True, True, True, True, True, False, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'NUM', 'ADP', 'NUM', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN'];- Gestion des urgences  FORMATION  UNIVERSITÉ DE CONDORCET  Septembre 2011 à 2015  Licence en soins infirmiers, FNESI de Grenoble Fédération Nationale des Étudiant.e.s en Soins;0;2;11;2;0.0;0.06451612903225806;0.3548387096774194;0.06451612903225806;0
Infirmiers)  ;Infirmiers  ;CV_91;19;3;92.69;7.31;[True, False];['PROPN', 'SPACE'];Infirmiers  ;0;1;0;0;0.0;0.3333333333333333;0.0;0.0;0
LYCÉE SAINT-PAUL Septembre 2007;LYCÉE SAINT-PAUL Septembre 2007;CV_91;20;4;94.02;5.98;[True, False, True, False];['PROPN', 'PROPN', 'NOUN', 'NUM'];LYCÉE SAINT-PAUL Septembre 2007;0;2;1;1;0.0;0.5;0.25;0.25;0
-2011  Capitaine de l'équipe de volley et Présidente du conseil étudiant pendant ma dernière année;-2011  Capitaine de l'équipe de volley et Présidente du conseil étudiant pendant ma dernière année;CV_91;21;18;100.0;0.0;[False, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True];['NOUN', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN'];-2011  Capitaine de l'équipe de volley et Présidente du conseil étudiant pendant ma dernière année;0;0;7;0;0.0;0.0;0.3888888888888889;0.0;0
   INGÉNIEUR EN INFORMATIQUE  Coordonnées  PAR 7)  ©  10, rue d'Alésia, 75014 Paris, France  D<  Bonjouresitevraimentsuper.fr www.sitevraimentsuper.fr  Linkedin : esitevraimentsuper     ;   INGÉNIEUR EN INFORMATIQUE  Coordonnées  PAR 7  ©  10, rue d'Alésia, 75014 Paris, France  D<  Bonjouresitevraimentsuper.fr www.sitevraimentsuper.fr  Linkedin : esitevraimentsuper     ;CV_92;0;34;13.44;86.56;[False, True, True, True, False, True, False, True, False, False, False, False, False, False, True, False, True, False, False, True, False, True, False, True, False, False, False, False, False, True, False, True, False];['SPACE', 'ADV', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'SPACE', 'ADP', 'NUM', 'SPACE', 'PROPN', 'SPACE', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NUM', 'PROPN', 'PUNCT', 'PROPN', 'SPACE', 'NOUN', 'VERB', 'SPACE', 'NOUN', 'ADJ', 'SPACE', 'PRON', 'PUNCT', 'NOUN', 'SPACE'];   INGÉNIEUR EN INFORMATIQUE  Coordonnées  PAR 7  ©  10, rue d'Alésia, 75014 Paris, France  D<  Bonjouresitevraimentsuper.fr www.sitevraimentsuper.fr  Linkedin : esitevraimentsuper     ;1;5;5;3;0.029411764705882353;0.14705882352941177;0.14705882352941177;0.08823529411764706;0
JULIE PARVOIT     ;JULIE PARVOIT     ;CV_92;1;3;14.62;85.38;[True, True, False];['PROPN', 'PROPN', 'SPACE'];JULIE PARVOIT     ;0;2;0;0;0.0;0.6666666666666666;0.0;0.0;1
Je suis une ingénieur en informatique avec plus de vingt ans d'expérience dans le secteur de la technologie, qui peut fournir une expertise précieuse pour les entreprises qui démarrent.  ;Je suis une ingénieur en informatique avec plus de vingt ans d'expérience dans le secteur de la technologie, qui peut fournir une expertise précieuse pour les entreprises qui démarrent.  ;CV_92;2;33;27.67;72.33;[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, False];['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADV', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'SPACE'];Je suis une ingénieur en informatique avec plus de vingt ans d'expérience dans le secteur de la technologie, qui peut fournir une expertise précieuse pour les entreprises qui démarrent.  ;3;0;8;1;0.09090909090909091;0.0;0.24242424242424243;0.030303030303030304;0
DOMAINES D'EXPERTISE     + J'ai travaillé sur différents types de projets, et j'ai maîtrisé plusieurs langages de programmation et de codage, de même que j'ai effectué des tests et des débogage de logiciels  EXPÉRIENCE PROFESSIONNELLE     INGÉNIEUR;DOMAINES D'EXPERTISE     + J'ai travaillé sur différents types de projets, et j'ai maîtrisé plusieurs langages de programmation et de codage, de même que j'ai effectué des tests et des débogage de logiciels  EXPÉRIENCE PROFESSIONNELLE     INGÉNIEUR;CV_92;3;44;45.06;54.94;[True, False, True, False, False, False, True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, False, True];['NOUN', 'ADP', 'NOUN', 'SPACE', 'ADP', 'PRON', 'AUX', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'ADV', 'SCONJ', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'PROPN', 'SPACE', 'ADV'];DOMAINES D'EXPERTISE     + J'ai travaillé sur différents types de projets, et j'ai maîtrisé plusieurs langages de programmation et de codage, de même que j'ai effectué des tests et des débogage de logiciels  EXPÉRIENCE PROFESSIONNELLE     INGÉNIEUR;3;1;11;0;0.06818181818181818;0.022727272727272728;0.25;0.0;0
LOGICIEL EN CHEF;LOGICIEL EN CHEF;CV_92;4;3;46.25;53.75;[True, True, True];['NOUN', 'ADP', 'NOUN'];LOGICIEL EN CHEF;0;0;2;0;0.0;0.0;0.6666666666666666;0.0;0
LA TECHNOLOGIE CÂBLÉE;LA TECHNOLOGIE CÂBLÉE;CV_92;5;3;47.43;52.57;[True, True, True];['DET', 'NOUN', 'NOUN'];LA TECHNOLOGIE CÂBLÉE;0;0;2;0;0.0;0.0;0.6666666666666666;0.0;0
| MAI 2020;| MAI 2020;CV_92;6;3;48.62;51.38;[False, True, False];['ADP', 'NOUN', 'NUM'];| MAI 2020;0;0;1;1;0.0;0.0;0.3333333333333333;0.3333333333333333;0
- À AUJOURD'HUI  + Gestion de la plus grande équipe d'ingénieurs logiciel de la société .;- À AUJOURD'HUI  + Gestion de la plus grande équipe d'ingénieurs logiciel de la société .;CV_92;7;19;56.13;43.87;[False, True, False, True, False, False, True, True, True, True, True, True, False, True, True, True, True, True, False];['PUNCT', 'ADP', 'SPACE', 'ADP', 'SPACE', 'ADP', 'NOUN', 'ADP', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT'];- À AUJOURD'HUI  + Gestion de la plus grande équipe d'ingénieurs logiciel de la société .;0;0;3;0;0.0;0.0;0.15789473684210525;0.0;0
S'assurer que les projets majeurs suivent la chronologie établie + Communiquer les besoins de l'équipe aux autres départements  INGÉNIEUR LOGICIEL PRINCIPAL;S'assurer que les projets majeurs suivent la chronologie établie + Communiquer les besoins de l'équipe aux autres départements  INGÉNIEUR LOGICIEL PRINCIPAL;CV_92;8;24;65.61;34.39;[False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, True, False, True, True, True];['PRON', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE', 'ADJ', 'AUX', 'ADJ'];S'assurer que les projets majeurs suivent la chronologie établie + Communiquer les besoins de l'équipe aux autres départements  INGÉNIEUR LOGICIEL PRINCIPAL;4;0;5;0;0.16666666666666666;0.0;0.20833333333333334;0.0;0
LES STRATÉGIES LOGICIELLES;LES STRATÉGIES LOGICIELLES;CV_92;9;3;66.8;33.2;[True, True, True];['DET', 'NOUN', 'ADJ'];LES STRATÉGIES LOGICIELLES;0;0;1;0;0.0;0.0;0.3333333333333333;0.0;0
| MAI 2015;| MAI 2015;CV_92;10;3;67.98;32.02;[False, True, False];['ADP', 'NOUN', 'NUM'];| MAI 2015;0;0;1;1;0.0;0.0;0.3333333333333333;0.3333333333333333;0
- MARS 2020  ;- MARS 2020  ;CV_92;11;4;69.57;30.43;[False, True, False, False];['PUNCT', 'NOUN', 'NUM', 'SPACE'];- MARS 2020  ;0;0;1;1;0.0;0.0;0.25;0.25;0
e Concevoir et développer des systèmes d'information pour les clients .;e Concevoir et développer des systèmes d'information pour les clients .;CV_92;12;12;74.31;25.69;[True, True, True, True, True, True, False, True, True, True, True, False];['NOUN', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT'];e Concevoir et développer des systèmes d'information pour les clients .;2;0;4;0;0.16666666666666666;0.0;0.3333333333333333;0.0;0
Aider l'équipe sur les différents aspects des projets + Gestion d'équipe lorsque le chef d'équipe est indisponible  FORMATION SCOLAIRE     ;Aider l'équipe sur les différents aspects des projets + Gestion d'équipe lorsque le chef d'équipe est indisponible  FORMATION SCOLAIRE     ;CV_92;13;24;83.79;16.21;[True, False, True, True, True, True, True, True, True, False, True, False, True, True, True, True, False, True, True, True, False, True, True, False];['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'AUX', 'ADJ', 'SPACE', 'NOUN', 'ADJ', 'SPACE'];Aider l'équipe sur les différents aspects des projets + Gestion d'équipe lorsque le chef d'équipe est indisponible  FORMATION SCOLAIRE     ;1;0;8;0;0.041666666666666664;0.0;0.3333333333333333;0.0;0
